NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,75,53.0330085889911,27.5,0.99992173998345,0.0339892233573978,1
