NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,55,38.8908729652601,27.5,0.999648158951027,0.237136113150443,0.999921113191746
0.0779,1060,0.01,65,45.9619407771256,27.5,0.999895887705049,0.0754646381559903,0.999982764308958
