NA;Wavelength_nm;Distance (m);Lval_um;Zone calcul;RoC_mm;FinalPower;db/m;PowerAfterInsertion
0.0779;1060;0.02;55;38.89087297;27.5;0.895093328;0.265533319;0.895914612
