NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,75,53.0330085889911,15.5,0.00379936374073964,2244.40079433098,0.0503397750926524
