NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,55,38.8908729652601,27.5,0.986226064758226,8.79634955294393,0.996264490061662
