NA;Wavelength_nm;Distance (m);Lval_um;Zone calcul;RoC_mm;FinalPower;db/m;PowerAfterInsertion
0.0779;1060;0.05;55;38.89087297;27.5;0.895091652;0.088691755;0.895914611
;;;;;;;0.080158967;
