NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,65,45.9619407771256,15.5,0.947198142102707,16.6812256676355,0.965564856333231
