NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,75,53.0330085889911,15.5,0.00379936829082794,2244.40001041266,0.0503397899465199
