Wavelength_nm,FinalRelativePower
1110,0.999823685789339
1158.33333333333,0.999633340018464
1206.66666666667,0.999278532065755
1255,0.998648027971669
1303.33333333333,0.997580668567622
1351.66666666667,0.99584849475292
1400,0.993150772918796
