Wavelength_nm,FinalRelativePower
1110,0.999823685787697
1142.22222222222,0.999710964024468
1174.44444444444,0.999537727027054
1206.66666666667,0.999278531861226
1238.88888888889,0.998897618181751
1271.11111111111,0.998350524730292
1303.33333333333,0.997580668871677
1335.55555555556,0.996516631058697
1367.77777777778,0.995073568599764
1400,0.993150773392557
