NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,0.045,0.0318198051533946,40,0.899040327516102,0.153422784341491,0.899199143087834
