Wavelength_nm,Lval_um,RoC_mm,NA,Lz_mm,FinalPower
950,55,20,0.0779,10,0.999606390559917
970,55,20,0.0779,10,0.999438418712332
990,55,20,0.0779,10,0.999209156203875
1010,55,20,0.0779,10,0.998899701459404
1030,55,20,0.0779,10,0.998487173925525
1050,55,20,0.0779,10,0.997943159266491
