NA,Wavelength_nm,Distance (m),Lval_um,Zone calcul,RoC_mm,FinalPower,db/m,PowerAfterInsertion
0.0779,1060,0.01,55,38.8908729652601,15.5,0.947240609063101,14.0971390219363,0.962739693183494
